,name,alias,data_collection,enrich_name,enrich_field_name,description,vintage,units
16902,MP28478a_I,2024 Index: Eating Out is All About Experience: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28478a_I,PsychographicsFood_MP28478a_I,2024 Eating Out Is All About the Experience: 3-Agree Somewhat: Index,2024,count
16903,MP28479a_B,2024 Eating Out is All About Experience: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28479a_B,PsychographicsFood_MP28479a_B,2024 Eating Out Is All About the Experience: 4-Agree Completely,2024,count
16904,MP28479a_I,2024 Index: Eating Out is All About Experience: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28479a_I,PsychographicsFood_MP28479a_I,2024 Eating Out Is All About the Experience: 4-Agree Completely: Index,2024,count
16905,MP28480a_B,2024 Eval Nutrition of Restrnt Menu Items: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28480a_B,PsychographicsFood_MP28480a_B,2024 Evaluate Nutrition of Restaurant Menu Items: 1-Disagree Completely,2024,count
16906,MP28480a_I,2024 Index: Eval Nutrition of Restrnt Menu Items: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28480a_I,PsychographicsFood_MP28480a_I,2024 Evaluate Nutrition of Restaurant Menu Items: 1-Disagree Completely: Index,2024,count
16907,MP28481a_B,2024 Eval Nutrition of Restrnt Menu Items: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28481a_B,PsychographicsFood_MP28481a_B,2024 Evaluate Nutrition of Restaurant Menu Items: 2-Disagree Somewhat,2024,count
16908,MP28481a_I,2024 Index: Eval Nutrition of Restrnt Menu Items: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28481a_I,PsychographicsFood_MP28481a_I,2024 Evaluate Nutrition of Restaurant Menu Items: 2-Disagree Somewhat: Index,2024,count
16909,MP28482a_B,2024 Eval Nutrition of Restrnt Menu Items: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28482a_B,PsychographicsFood_MP28482a_B,2024 Evaluate Nutrition of Restaurant Menu Items: 3-Agree Somewhat,2024,count
16910,MP28482a_I,2024 Index: Eval Nutrition of Restrnt Menu Items: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28482a_I,PsychographicsFood_MP28482a_I,2024 Evaluate Nutrition of Restaurant Menu Items: 3-Agree Somewhat: Index,2024,count
16911,MP28483a_B,2024 Eval Nutrition of Restrnt Menu Items: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28483a_B,PsychographicsFood_MP28483a_B,2024 Evaluate Nutrition of Restaurant Menu Items: 4-Agree Completely,2024,count
16912,MP28483a_I,2024 Index: Eval Nutrition of Restrnt Menu Items: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28483a_I,PsychographicsFood_MP28483a_I,2024 Evaluate Nutrition of Restaurant Menu Items: 4-Agree Completely: Index,2024,count
16913,MP28484a_B,2024 Fast Food Fits My Busy Lifestyle: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28484a_B,PsychographicsFood_MP28484a_B,2024 Fast Food Fits My Busy Lifestyle: 1-Disagree Completely,2024,count
16914,MP28484a_I,2024 Index: Fast Food Fits My Busy Lifestyle: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28484a_I,PsychographicsFood_MP28484a_I,2024 Fast Food Fits My Busy Lifestyle: 1-Disagree Completely: Index,2024,count
16915,MP28485a_B,2024 Fast Food Fits My Busy Lifestyle: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28485a_B,PsychographicsFood_MP28485a_B,2024 Fast Food Fits My Busy Lifestyle: 2-Disagree Somewhat,2024,count
16916,MP28485a_I,2024 Index: Fast Food Fits My Busy Lifestyle: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28485a_I,PsychographicsFood_MP28485a_I,2024 Fast Food Fits My Busy Lifestyle: 2-Disagree Somewhat: Index,2024,count
16917,MP28486a_B,2024 Fast Food Fits My Busy Lifestyle: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28486a_B,PsychographicsFood_MP28486a_B,2024 Fast Food Fits My Busy Lifestyle: 3-Agree Somewhat,2024,count
16918,MP28486a_I,2024 Index: Fast Food Fits My Busy Lifestyle: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28486a_I,PsychographicsFood_MP28486a_I,2024 Fast Food Fits My Busy Lifestyle: 3-Agree Somewhat: Index,2024,count
16919,MP28487a_B,2024 Fast Food Fits My Busy Lifestyle: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28487a_B,PsychographicsFood_MP28487a_B,2024 Fast Food Fits My Busy Lifestyle: 4-Agree Completely,2024,count
16920,MP28487a_I,2024 Index: Fast Food Fits My Busy Lifestyle: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28487a_I,PsychographicsFood_MP28487a_I,2024 Fast Food Fits My Busy Lifestyle: 4-Agree Completely: Index,2024,count
16921,MP28488a_B,2024 Fast Food Helps Stay in My Budget: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28488a_B,PsychographicsFood_MP28488a_B,2024 Fast Food Helps Stay Within My Budget: 1-Disagree Completely,2024,count
16922,MP28488a_I,2024 Index: Fast Food Helps Stay in My Budget: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28488a_I,PsychographicsFood_MP28488a_I,2024 Fast Food Helps Stay Within My Budget: 1-Disagree Completely: Index,2024,count
16923,MP28489a_B,2024 Fast Food Helps Stay in My Budget: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28489a_B,PsychographicsFood_MP28489a_B,2024 Fast Food Helps Stay Within My Budget: 2-Disagree Somewhat,2024,count
16924,MP28489a_I,2024 Index: Fast Food Helps Stay in My Budget: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28489a_I,PsychographicsFood_MP28489a_I,2024 Fast Food Helps Stay Within My Budget: 2-Disagree Somewhat: Index,2024,count
16925,MP28490a_B,2024 Fast Food Helps Stay in My Budget: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28490a_B,PsychographicsFood_MP28490a_B,2024 Fast Food Helps Stay Within My Budget: 3-Agree Somewhat,2024,count
16926,MP28490a_I,2024 Index: Fast Food Helps Stay in My Budget: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28490a_I,PsychographicsFood_MP28490a_I,2024 Fast Food Helps Stay Within My Budget: 3-Agree Somewhat: Index,2024,count
16927,MP28491a_B,2024 Fast Food Helps Stay in My Budget: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28491a_B,PsychographicsFood_MP28491a_B,2024 Fast Food Helps Stay Within My Budget: 4-Agree Completely,2024,count
16928,MP28491a_I,2024 Index: Fast Food Helps Stay in My Budget: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28491a_I,PsychographicsFood_MP28491a_I,2024 Fast Food Helps Stay Within My Budget: 4-Agree Completely: Index,2024,count
16929,MP28492a_B,2024 Fast Food is Junk Food: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28492a_B,PsychographicsFood_MP28492a_B,2024 Fast Food Is Junk Food: 1-Disagree Completely,2024,count
16930,MP28492a_I,2024 Index: Fast Food is Junk Food: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28492a_I,PsychographicsFood_MP28492a_I,2024 Fast Food Is Junk Food: 1-Disagree Completely: Index,2024,count
16931,MP28493a_B,2024 Fast Food is Junk Food: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28493a_B,PsychographicsFood_MP28493a_B,2024 Fast Food Is Junk Food: 2-Disagree Somewhat,2024,count
16932,MP28493a_I,2024 Index: Fast Food is Junk Food: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28493a_I,PsychographicsFood_MP28493a_I,2024 Fast Food Is Junk Food: 2-Disagree Somewhat: Index,2024,count
16933,MP28494a_B,2024 Fast Food is Junk Food: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28494a_B,PsychographicsFood_MP28494a_B,2024 Fast Food Is Junk Food: 3-Agree Somewhat,2024,count
16934,MP28494a_I,2024 Index: Fast Food is Junk Food: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28494a_I,PsychographicsFood_MP28494a_I,2024 Fast Food Is Junk Food: 3-Agree Somewhat: Index,2024,count
16935,MP28495a_B,2024 Fast Food is Junk Food: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28495a_B,PsychographicsFood_MP28495a_B,2024 Fast Food Is Junk Food: 4-Agree Completely,2024,count
16936,MP28495a_I,2024 Index: Fast Food is Junk Food: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28495a_I,PsychographicsFood_MP28495a_I,2024 Fast Food Is Junk Food: 4-Agree Completely: Index,2024,count
16937,MP28496a_B,2024 Feel Guilty Eating Fattening Foods : 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28496a_B,PsychographicsFood_MP28496a_B,2024 Feel Guilty Eating Fattening Foods : 1-Disagree Completely,2024,count
16938,MP28496a_I,2024 Index: Feel Guilty Eating Fattening Foods : 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28496a_I,PsychographicsFood_MP28496a_I,2024 Feel Guilty Eating Fattening Foods : 1-Disagree Completely: Index,2024,count
16939,MP28497a_B,2024 Feel Guilty Eating Fattening Foods : 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28497a_B,PsychographicsFood_MP28497a_B,2024 Feel Guilty Eating Fattening Foods : 2-Disagree Somewhat,2024,count
16940,MP28497a_I,2024 Index: Feel Guilty Eating Fattening Foods : 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28497a_I,PsychographicsFood_MP28497a_I,2024 Feel Guilty Eating Fattening Foods : 2-Disagree Somewhat: Index,2024,count
16941,MP28498a_B,2024 Feel Guilty Eating Fattening Foods : 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28498a_B,PsychographicsFood_MP28498a_B,2024 Feel Guilty Eating Fattening Foods : 3-Agree Somewhat,2024,count
16942,MP28498a_I,2024 Index: Feel Guilty Eating Fattening Foods : 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28498a_I,PsychographicsFood_MP28498a_I,2024 Feel Guilty Eating Fattening Foods : 3-Agree Somewhat: Index,2024,count
16943,MP28499a_B,2024 Feel Guilty Eating Fattening Foods : 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28499a_B,PsychographicsFood_MP28499a_B,2024 Feel Guilty Eating Fattening Foods : 4-Agree Completely,2024,count
16944,MP28499a_I,2024 Index: Feel Guilty Eating Fattening Foods : 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28499a_I,PsychographicsFood_MP28499a_I,2024 Feel Guilty Eating Fattening Foods : 4-Agree Completely: Index,2024,count
16945,MP28500a_B,2024 Frequently Eat Sweets: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28500a_B,PsychographicsFood_MP28500a_B,2024 Frequently Eat Sweets: 1-Disagree Completely,2024,count
16946,MP28500a_I,2024 Index: Frequently Eat Sweets: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28500a_I,PsychographicsFood_MP28500a_I,2024 Frequently Eat Sweets: 1-Disagree Completely: Index,2024,count
16947,MP28501a_B,2024 Frequently Eat Sweets: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28501a_B,PsychographicsFood_MP28501a_B,2024 Frequently Eat Sweets: 2-Disagree Somewhat,2024,count
16948,MP28501a_I,2024 Index: Frequently Eat Sweets: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28501a_I,PsychographicsFood_MP28501a_I,2024 Frequently Eat Sweets: 2-Disagree Somewhat: Index,2024,count
16949,MP28502a_B,2024 Frequently Eat Sweets: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28502a_B,PsychographicsFood_MP28502a_B,2024 Frequently Eat Sweets: 3-Agree Somewhat,2024,count
16950,MP28502a_I,2024 Index: Frequently Eat Sweets: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28502a_I,PsychographicsFood_MP28502a_I,2024 Frequently Eat Sweets: 3-Agree Somewhat: Index,2024,count
16951,MP28503a_B,2024 Frequently Eat Sweets: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28503a_B,PsychographicsFood_MP28503a_B,2024 Frequently Eat Sweets: 4-Agree Completely,2024,count
16952,MP28503a_I,2024 Index: Frequently Eat Sweets: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28503a_I,PsychographicsFood_MP28503a_I,2024 Frequently Eat Sweets: 4-Agree Completely: Index,2024,count
16953,MP28504a_B,2024 Health Food Trends Affect Purchases: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28504a_B,PsychographicsFood_MP28504a_B,2024 Health Food Trends Affect Purchases: 1-Disagree Completely,2024,count
16954,MP28504a_I,2024 Index: Health Food Trends Affect Purchases: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28504a_I,PsychographicsFood_MP28504a_I,2024 Health Food Trends Affect Purchases: 1-Disagree Completely: Index,2024,count
16955,MP28505a_B,2024 Health Food Trends Affect Purchases: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28505a_B,PsychographicsFood_MP28505a_B,2024 Health Food Trends Affect Purchases: 2-Disagree Somewhat,2024,count
16956,MP28505a_I,2024 Index: Health Food Trends Affect Purchases: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28505a_I,PsychographicsFood_MP28505a_I,2024 Health Food Trends Affect Purchases: 2-Disagree Somewhat: Index,2024,count
16957,MP28506a_B,2024 Health Food Trends Affect Purchases: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28506a_B,PsychographicsFood_MP28506a_B,2024 Health Food Trends Affect Purchases: 3-Agree Somewhat,2024,count
16958,MP28506a_I,2024 Index: Health Food Trends Affect Purchases: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28506a_I,PsychographicsFood_MP28506a_I,2024 Health Food Trends Affect Purchases: 3-Agree Somewhat: Index,2024,count
16959,MP28507a_B,2024 Health Food Trends Affect Purchases: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28507a_B,PsychographicsFood_MP28507a_B,2024 Health Food Trends Affect Purchases: 4-Agree Completely,2024,count
16960,MP28507a_I,2024 Index: Health Food Trends Affect Purchases: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28507a_I,PsychographicsFood_MP28507a_I,2024 Health Food Trends Affect Purchases: 4-Agree Completely: Index,2024,count
16961,MP28508a_B,2024 Healthy Lifestyle Beats Dieting: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28508a_B,PsychographicsFood_MP28508a_B,2024 Healthy Lifestyle Better Than Dieting: 1-Disagree Completely,2024,count
16962,MP28508a_I,2024 Index: Healthy Lifestyle Beats Dieting: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28508a_I,PsychographicsFood_MP28508a_I,2024 Healthy Lifestyle Better Than Dieting: 1-Disagree Completely: Index,2024,count
16963,MP28509a_B,2024 Healthy Lifestyle Beats Dieting: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28509a_B,PsychographicsFood_MP28509a_B,2024 Healthy Lifestyle Better Than Dieting: 2-Disagree Somewhat,2024,count
16964,MP28509a_I,2024 Index: Healthy Lifestyle Beats Dieting: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28509a_I,PsychographicsFood_MP28509a_I,2024 Healthy Lifestyle Better Than Dieting: 2-Disagree Somewhat: Index,2024,count
16965,MP28510a_B,2024 Healthy Lifestyle Beats Dieting: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28510a_B,PsychographicsFood_MP28510a_B,2024 Healthy Lifestyle Better Than Dieting: 3-Agree Somewhat,2024,count
16966,MP28510a_I,2024 Index: Healthy Lifestyle Beats Dieting: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28510a_I,PsychographicsFood_MP28510a_I,2024 Healthy Lifestyle Better Than Dieting: 3-Agree Somewhat: Index,2024,count
16967,MP28511a_B,2024 Healthy Lifestyle Beats Dieting: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28511a_B,PsychographicsFood_MP28511a_B,2024 Healthy Lifestyle Better Than Dieting: 4-Agree Completely,2024,count
16968,MP28511a_I,2024 Index: Healthy Lifestyle Beats Dieting: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28511a_I,PsychographicsFood_MP28511a_I,2024 Healthy Lifestyle Better Than Dieting: 4-Agree Completely: Index,2024,count
16969,MP28512a_B,2024 Indulge Cravings for Foods I Like: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28512a_B,PsychographicsFood_MP28512a_B,2024 Indulge Cravings for Foods I Like: 1-Disagree Completely,2024,count
16970,MP28512a_I,2024 Index: Indulge Cravings for Foods I Like: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28512a_I,PsychographicsFood_MP28512a_I,2024 Indulge Cravings for Foods I Like: 1-Disagree Completely: Index,2024,count
16971,MP28513a_B,2024 Indulge Cravings for Foods I Like: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28513a_B,PsychographicsFood_MP28513a_B,2024 Indulge Cravings for Foods I Like: 2-Disagree Somewhat,2024,count
16972,MP28513a_I,2024 Index: Indulge Cravings for Foods I Like: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28513a_I,PsychographicsFood_MP28513a_I,2024 Indulge Cravings for Foods I Like: 2-Disagree Somewhat: Index,2024,count
16973,MP28514a_B,2024 Indulge Cravings for Foods I Like: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28514a_B,PsychographicsFood_MP28514a_B,2024 Indulge Cravings for Foods I Like: 3-Agree Somewhat,2024,count
16974,MP28514a_I,2024 Index: Indulge Cravings for Foods I Like: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28514a_I,PsychographicsFood_MP28514a_I,2024 Indulge Cravings for Foods I Like: 3-Agree Somewhat: Index,2024,count
16975,MP28515a_B,2024 Indulge Cravings for Foods I Like: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28515a_B,PsychographicsFood_MP28515a_B,2024 Indulge Cravings for Foods I Like: 4-Agree Completely,2024,count
16976,MP28515a_I,2024 Index: Indulge Cravings for Foods I Like: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28515a_I,PsychographicsFood_MP28515a_I,2024 Indulge Cravings for Foods I Like: 4-Agree Completely: Index,2024,count
16977,MP28516a_B,2024 Kitchen Is Most Impt Room in Home: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28516a_B,PsychographicsFood_MP28516a_B,2024 Kitchen Is Most Important Room in Home: 1-Disagree Completely,2024,count
16978,MP28516a_I,2024 Index: Kitchen Is Most Impt Room in Home: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28516a_I,PsychographicsFood_MP28516a_I,2024 Kitchen Is Most Important Room in Home: 1-Disagree Completely: Index,2024,count
16979,MP28517a_B,2024 Kitchen Is Most Impt Room in Home: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28517a_B,PsychographicsFood_MP28517a_B,2024 Kitchen Is Most Important Room in Home: 2-Disagree Somewhat,2024,count
16980,MP28517a_I,2024 Index: Kitchen Is Most Impt Room in Home: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28517a_I,PsychographicsFood_MP28517a_I,2024 Kitchen Is Most Important Room in Home: 2-Disagree Somewhat: Index,2024,count
16981,MP28518a_B,2024 Kitchen Is Most Impt Room in Home: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28518a_B,PsychographicsFood_MP28518a_B,2024 Kitchen Is Most Important Room in Home: 3-Agree Somewhat,2024,count
16982,MP28518a_I,2024 Index: Kitchen Is Most Impt Room in Home: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28518a_I,PsychographicsFood_MP28518a_I,2024 Kitchen Is Most Important Room in Home: 3-Agree Somewhat: Index,2024,count
16983,MP28519a_B,2024 Kitchen Is Most Impt Room in Home: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28519a_B,PsychographicsFood_MP28519a_B,2024 Kitchen Is Most Important Room in Home: 4-Agree Completely,2024,count
16984,MP28519a_I,2024 Index: Kitchen Is Most Impt Room in Home: 4-Agr Cmpl,PsychographicsFood,PsychographicsFood.MP28519a_I,PsychographicsFood_MP28519a_I,2024 Kitchen Is Most Important Room in Home: 4-Agree Completely: Index,2024,count
16985,MP28520a_B,2024 Let My Kids Order at Restaurants: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28520a_B,PsychographicsFood_MP28520a_B,2024 Let My Kids Order at Restaurants: 1-Disagree Completely,2024,count
16986,MP28520a_I,2024 Index: Let My Kids Order at Restaurants: 1-Dis Cmpl,PsychographicsFood,PsychographicsFood.MP28520a_I,PsychographicsFood_MP28520a_I,2024 Let My Kids Order at Restaurants: 1-Disagree Completely: Index,2024,count
16987,MP28521a_B,2024 Let My Kids Order at Restaurants: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28521a_B,PsychographicsFood_MP28521a_B,2024 Let My Kids Order at Restaurants: 2-Disagree Somewhat,2024,count
16988,MP28521a_I,2024 Index: Let My Kids Order at Restaurants: 2-Dis Smwht,PsychographicsFood,PsychographicsFood.MP28521a_I,PsychographicsFood_MP28521a_I,2024 Let My Kids Order at Restaurants: 2-Disagree Somewhat: Index,2024,count
16989,MP28522a_B,2024 Let My Kids Order at Restaurants: 3-Agr Smwht,PsychographicsFood,PsychographicsFood.MP28522a_B,PsychographicsFood_MP28522a_B,2024 Let My Kids Order at Restaurants: 3-Agree Somewhat,2024,count
